School Type,School No,School Name,Academic Year,SSF Date,Offering,School Revenue Type,SSF Number,Status,,OV-2026,Total Order Value (Exclusive GST),Total Order Value (Inclusive GST),ASSET Revenue,ASSETStudents,ASSET rate,CARES Revenue,CARESStudents,CARES rate,Mindspark Revenue,MindsparkStudents,Mindspark rate,Teacher Training Revenue,Payment Mode,No Of Installments,Full Payment Date,First Installment Date,First Installment Amount,Second Installment Date,Second Installment Amount,Third Installment Date,Third Installment Amount,Fourth Installment Date,Fourth Installment Amount,TDS Amount,First payment Date,Latest payment Date,To be invoiced till date,Amount Received,Due till date as per payment schedule,Total Discount %,Standard Discount %,Pre Payment Discount %,Volume Discount %,Bundle Discount %,Loyalty Discount %,ASSETRound,Ei ASSET Mode,CAREStestpack,Ei CARES Version,Ei CARES Mode Of Printing,Ei CARES Mode,Ei Mindspark Mode,Board,City,State,Division,Zone,Vertical,Program Start Date,Program End Date,Order Type,ID,Zoho CRM Account ID,Deal ID,Created Date,Added User,Modified User,SSF Creator Email,SSF Creator,CRM Account Owner,CRM Acad Consultant,Logistic Approved Date,SSF Signing Perosn Name,SSF Signing Perosn Designation,SSF Signing Perosn Mail ID,SSF Signing Perosn Phone No,School CRM Email,Principal Name,Principal Email,Principal Phone No,Coordinator Name,Coordinator Email,Coordinator Phone No,School Fees,Billing Address Line 1,Billing Address Line 2,Billing Postal Code,Shipping Address Line 1,Shipping City,Shipping State,Shipping Postal Code,TAN NO,CRM Billing Street,CRM Shipping Street
New School,55823,St. Karen's High School,2026,2026-02-17 00:00:00,Ei ASSET,Regular,IN-2022004354,Approved By Logistic Team,,#N/A,594215,594215,594215,849,700,0,0,,0,0,,0,Installments,4,,2026-05-30 00:00:00,148554,2026-06-30 00:00:00,148554,2026-10-31 00:00:00,148554,2026-12-31 00:00:00,148554,0,2026-02-25 00:00:00,2026-02-25 00:00:00,0,18000,-18000,0.5334,0.5334,,,,,Summer Round,OMR,0,MCQ,,,,CBSE,Patna,Bihar,East,Bihar/Jharkhand,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037343048,51788000002731270,zcrm_51788000274349252,2026-02-17 00:00:00,ajit.ojha_eiindia,mitul.patel_ei1,ajit.ojha@ei.study,Ajit ojha,Ajit Ojha,,2026-03-03 10:37:00,Mrs. Seema Singh,Principal,contact@stkarenshighschool.com,+919934649202,contact@stkarenshighschool.com,Mrs. Seema Singh,contact@stkarenshighschool.com,+919934649202,Mrs. Seema Singh,contact@stkarenshighschool.com,+919934649202,39000,Gola Road,,801305,,Patna,Bihar,801305,,Shashwat Vihar,Shashwat Vihar
Retention School,562911,"JM International School, Dwarka",2026,2026-02-18 00:00:00,"Ei ASSET, Ei Mindspark",Regular,"IN-2022004361, IN-2022004362",Approved By Logistic Team,,1779772,1792583,2033893,451972,565,800,0,0,,1340611,565,2373,0,Installments,4,,2026-04-15 00:00:00,"112993, 395480",2026-07-15 00:00:00,"112993, 395480",2026-10-15 00:00:00,"112993, 395480",2026-12-31 00:00:00,"112993, 395480",0,,,0,0,0,"0.2223, 0.4667","0.2223, 0.4667",,,,,"0, Summer Round",OMR,0,MCQ,,,Online,CBSE,Delhi,Delhi,North,Delhi/Haryana,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,"22028000037350096, 22028000037350148",51788000002738908,"zcrm_51788000306697164, zcrm_51788000306697327",2026-02-18 00:00:00,anushka.gupta_ei,fagun.saraiya_eiindia1,anushka.gupta@ei.study,Anushka gupta,Anushka Gupta,,"2026-02-23 15:27:54, 2026-02-23 15:28:14",Mr rohit Gupta,Admin,gupta18rohit@yahoo.co.in,+919560073337,jmis.dwarka@jminternationalschool.com,Mr. Rohit Gupta,"gupta18rohit@yahoo.co.in, principal.dwk@jminternationalschool.com",+919560073337,Ms. Shweta Khanna,dwk.shwetakhanna79@jminternationalschool.com,+919654554081,0,Sec 6,,110075,,Delhi,Delhi,110075,DELJ06804A,"Sector 6, Dwarka, ,Delhi,Delhi - 110075","Sector 6, Dwarka, ,Delhi,Delhi - 110075"
New School,578318,Freedom International School,2026,2026-01-20 00:00:00,Ei ASSET,Regular,IN-2022004244,Approved By Logistic Team,,#N/A,575928,575928,575928,480,1200,0,0,,0,0,,0,Installments,3,,2026-01-23 00:00:00,115186,2026-07-10 00:00:00,230371,2026-09-10 00:00:00,230371,2000-01-01 00:00:00,0,0,2026-01-29 00:00:00,2026-01-29 00:00:00,115186,103667,11519,0.20010000000000003,0.20010000000000003,,,,,Summer Round,OMR,0,MCQ,,,,CBSE,Bengaluru,Karnataka,South,Karnataka/Kerala,National Sales,2026-05-25 00:00:00,2027-04-30 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036458436,51788000002739151,zcrm_51788000299906114,2026-01-20 00:00:00,baskaran.p1_ei,mitul.patel_ei1,baskaran.p1@ei.study,Baskaran p1,Baskaran P,,2026-01-30 13:54:57,Sneha Rai,Principal,principal@freedom-international.in,+919449493485,freedominternationalschool@gmail.com,Sneha Raj,principal@freedom-international.in,+919972801001,Sneha Raj,principal@freedom-international.in,+919972801001,95000,"C A # 33, Sector IV,",,560102,"C A # 33, Sector IV,",Bengaluru,KARNATAKA,560102,,"C A # 33, Sector Iv, Hsr Layout,","C A # 33, Sector Iv, Hsr Layout,"
Retention School,579462,Wisdom High International School (GOC),2026,2026-02-16 00:00:00,Ei ASSET,Regular,IN-2022004345,Approved By Logistic Team,,372804,273900,273900,273900,332,825,0,0,,0,0,,0,Installments,2,,2026-02-16 00:00:00,68475,2026-06-01 00:00:00,205425,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,68475,0,68475,0.45,0.45,,,,,Summer Round,OMR,0,MCQ,,,,CISCE,Nashik,Maharashtra,West,Rest of Maharashtra and Goa,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037268208,51788000002739161,zcrm_51788000306737356,2026-02-16 00:00:00,hetal.parmar_ei,hakim.kanchwala_eiindia1,hetal.parmar@ei.study,Hetal parmar,Shahista Shaikh,,2026-03-05 23:51:54,Ms. Shraddha Gaur,Principal,shraddhag@whis.edu.in,+918983555586,info@wisdomhigh.org,Ms. Shraddha Gaur,shraddhag@whis.edu.in,+918983555586,Ms. Megha Chavan,megha@whis.edu.in,+919822000257,84000,"Wisdom High International School, Behind JIT, Govardhan,",,422222,"Wisdom High International School, Behind JIT, Govardhan,",Nashik,Maharashtra,422222,NSKR01764A,Gangapur Road,Gangapur Road
Retention School,581062,Saupin's School,2026,2026-02-28 00:00:00,Ei ASSET,Regular,IN-2022004451,Approved By Logistic Team,,322744,310991,310991,310991,275,1131,0,0,,0,0,,0,Installments,2,,2026-04-10 00:00:00,93297,2026-07-20 00:00:00,217694,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,0,0,0,0.47369999999999995,0.42369999999999997,,,,0.05,Summer Round,OMR,0,MCQ,,,,CBSE,Mohali,Punjab,North,Punjab/Chandigarh,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037574252,51788000002739174,zcrm_51788000307319887,2026-02-28 00:00:00,bhavishya.bansal1_ei,fagun.saraiya_eiindia1,bhavishya.bansal1@ei.study,Bhavishya bansal1,Bhavishya Bansal,,2026-03-13 15:19:06,Ms. Neena Tiwari,Other,saupinsc@gmail.com,+919915003808,saupinsm@gmail.com,Gurjyoti Kapany,goldiekapany@gmail.com,+919855033844,Anjali Madan,amsaupins@gmail.com,+919815301018,0,Plot 16,,160062,,Mohali,Punjab,160062,,"Plot - 16, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160062","Plot - 16, Sector 70, Sahibzada Ajit Singh Nagar, Punjab 160062"
Retention School,598546,Fernwood School,2026,2026-02-12 00:00:00,"Ei ASSET, Ei CARES, Ei Mindspark",Regular,"IN-2022004331, IN-2022004332, IN-2022004334",Approved By Logistic Team,,1534460,1516939,1692827,385092,389,990,154691,119,1300,977156,270,3619,0,Full Payment,,"2026-02-20 00:00:00, 2026-02-23 00:00:00",2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,2026-03-06 00:00:00,2026-03-06 00:00:00,"1153044, 154691, 385092","1153045, 154691.03, 385092","-1, 0","0.3593, 0.3667, 0.441","0.2593, 0.2667, 0.341",0.1,,,,"0, Summer Round",OMR,0,"MCQ, MCQ + Subjective",Printing By EI,OMR,Online,State Board,Kohima,Nagaland,East,North East,National Sales,"2026-02-16 00:00:00, 2026-02-23 00:00:00, 2026-03-02 00:00:00","2027-03-01 00:00:00, 2027-03-31 00:00:00",Regular School: Active school with student count and rate per student defined,"22028000037184392, 22028000037184424, 22028000037184756",51788000002739543,"zcrm_51788000306558170, zcrm_51788000306558356, zcrm_51788000306558606",2026-02-12 00:00:00,pooja.kapoor_eiindia1,mitul.patel_ei1,pooja.kapoor@ei.study,Pooja kapoor,Sunny Brahma,,"2026-02-17 11:45:57, 2026-02-17 11:46:47, 2026-02-17 11:47:06",Ms. Yuly Vizotha,Principal,fernwood.school@gmail.com,+919436005558,kyulyvizotha@gmail.com,Ms. Yuly Vizotha,fernwood.school@gmail.com,+919436005558,Ms. Yuly Vizotha,fernwood.school@gmail.com,+919436005558,0,"H.No. 46,",,797001,,Kohima,Nagaland,797001,,"Upper Medizie, Agri-Forest Colony,","H.No. 46, Upper Medizie, Agri-Forest Colony,"
New School,612644,Shri Swaminarayan Academy,2026,2026-02-17 00:00:00,Ei ASSET,Regular,IN-2022004360,Approved By Logistic Team,,#N/A,255150,255150,255150,378,675,0,0,,0,0,,0,Installments,2,,2026-02-16 00:00:00,127575,2026-06-10 00:00:00,127575,2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,12757.5,2026-02-17 00:00:00,2026-02-17 00:00:00,127575,114818,0,0.55,0.55,,,,,Summer Round,OMR,0,MCQ,,,,CBSE,Surat,Gujarat,West,Gujarat,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037345116,51788000002739779,zcrm_51788000276849110,2026-02-17 00:00:00,devansh.desai_ei,fagun.saraiya_eiindia1,devansh.desai@ei.study,Devansh desai,Devansh desai,,2026-02-18 09:19:31,Mrs. Sukla Patra,Principal,desaidevansh2@gmail.com,+919925879794,Svschool@hotmail.com,Sukla Patra,suklapatra24@gmail.com,+919925879794,Sukla Patra,suklapatra24@gmail.com,+919925879794,52000,New Rander Road,,395009,,Surat,Gujarat,395009,SRTS08197A,"New Rander Road, Behind Sudama Hotel, Adajan","New Rander Road, Behind Sudama Hotel, Adajan"
New School,677287,St. Karen's Collegiate School,2026,2026-02-17 00:00:00,Ei ASSET,Regular,IN-2022004357,Approved By Logistic Team,,#N/A,280660,280660,280660,401,700,0,0,,0,0,,0,Installments,4,,2026-05-30 00:00:00,70165,2026-06-30 00:00:00,70165,2026-10-31 00:00:00,70165,2026-12-31 00:00:00,70165,0,2026-03-09 00:00:00,2026-03-09 00:00:00,0,18000,-18000,0.5334,0.5334,,,,,Summer Round,OMR,0,MCQ,,,,CBSE,Patna,Bihar,East,Bihar/Jharkhand,National Sales,2026-04-01 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037343200,51788000002741104,zcrm_51788000305938230,2026-02-17 00:00:00,ajit.ojha_eiindia,mitul.patel_ei1,ajit.ojha@ei.study,Ajit ojha,Ajit Ojha,,2026-03-10 12:32:28,Manisha Lall,Principal,stkarenscollegiateschool@gmail.com,+917542967666,stkarenscollegiateschool@gmail.com,Mrs. Manisha Lall,stkarenscollegiateschool@gmail.com,+917542967666,Mrs. Manisha Lall,stkarenscollegiateschool@gmail.com,+917542967666,28000,Jaitipur,,801109,Jaitipur,Patna,Bihar,801109,,Bihta,Bihta
New School,900959,lions calcutta greater vidya mandir school,2026,2026-02-04 00:00:00,Ei CARES,Regular,IN-2022004293,Approved By Logistic Team,,#N/A,655200,655200,0,0,,655200,520,1260,0,0,,0,Installments,4,,2026-04-01 00:00:00,163800,2026-07-01 00:00:00,163800,2026-10-01 00:00:00,163800,2026-12-30 00:00:00,163800,0,2026-02-20 00:00:00,2026-02-20 00:00:00,0,13500,-13500,0.64,0.64,,,,,0,,2,MCQ + Subjective,Printing By EI,OMR,,CISCE,kolkata,West Bengal,East,West Bengal,National Sales,2026-03-15 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000036994488,51788000002745009,zcrm_51788000306160249,2026-02-04 00:00:00,soumodeep.ghosh_ei,mitul.patel_ei1,soumodeep.ghosh@ei.study,Soumodeep ghosh,Soumodeep Ghosh,,2026-02-23 16:00:40,Ms. Kakoli Ghosh,Principal,lcgvm2012@gmail.com,+919830982838,lcgvm2012@gmail.com,Ms. Kakoli Ghosh,lcgvm2012@gmail.com,+919830982838,Ms. Kakoli Ghosh,lcgvm2012@gmail.com,+919830982838,28750,"Chowhati Battola Bazar,",,700149,"Chowhati Battola Bazar, Rajpur,",kolkata,West Bengal,700149,,"Chowhati Battola Bazar, Rajpur,","Chowhati Battola Bazar, Rajpur,"
Retention School,9582,Akshar,2026,2026-02-27 00:00:00,Ei Mindspark,Regular,IN-2022004438,Approved By Logistic Team,,181776,135424,159800,0,0,,0,0,,135424,47,2881,0,Installments,4,,2026-04-10 00:00:00,39950,2026-07-27 00:00:00,39950,2026-10-25 00:00:00,39950,2026-12-31 00:00:00,39950,0,,,0,0,0,0.0556,0.0556,,,,,0,,0,MCQ,,,Online,ICSE,Kolkata,West Bengal,East,West Bengal,National Sales,2026-04-06 00:00:00,2027-03-31 00:00:00,Regular School: Active school with student count and rate per student defined,22028000037578204,51788000002728471,zcrm_51788000307527183,2026-02-27 00:00:00,lopamudra.das_eiindia1,mitul.patel_ei1,lopamudra.das@ei.study,Lopamudra das,Lopamudra Das,,2026-02-27 17:56:27,Mrs. Kavneet Khullar,Principal,aksharschool@yahoo.com,+919830115422,,Mrs. Kavneet Khullar,aksharschool@yahoo.com,+919830115422,Mrs.Reena Ghosh,aksharschool@yahoo.com,+919903755400,0,"35, Diamond Harbour Road",,700027,,Kolkata,West Bengal,700027,CALR02809C,"35, Diamond Harbour Road","35, Diamond Harbour Road"
Retention School,971627,Little Angels High School,2026,2026-03-03 00:00:00,"Ei CARES, Ei Mindspark",Regular,"IN-2022004466, IN-2022004467",Approved By Logistic Team,,1140040,1328404,1413288,0,0,,856826,405,2116,471578,263,1793,0,Installments,2,,2026-04-01 00:00:00,"166939, 257048",2026-08-01 00:00:00,"389523, 599778",2000-01-01 00:00:00,0,2000-01-01 00:00:00,0,0,,,0,0,0,"0.1863, 0.41229999999999994","0.1863, 0.41229999999999994",,,,,0,,"0, 4",MCQ,Printing By School,OMR,Online,State Board,Mumbai,Maharashtra,West,Mumbai,National Sales,2026-06-01 00:00:00,2027-05-31 00:00:00,Regular School: Active school with student count and rate per student defined,"22028000037676272, 22028000037676432",51788000002746244,"zcrm_51788000307941013, zcrm_51788000307941174",2026-03-03 00:00:00,hetal.parmar_ei,hakim.kanchwala_eiindia1,hetal.parmar@ei.study,Hetal parmar,Deep Prajapati,,"2026-03-12 10:15:11, 2026-03-12 10:15:26",Ms. Priya Mehta,,aetrust1959@littleangels-sion.in,+919769991959,aetrust1959@littleangels-sion.in,Ms. Priya Mehta,aetrust1959@littleangels-sion.in,+919769991959,Ms. Priya Mehta,aetrust1959@littleangels-sion.in,+919769991959,5700,"C S Number 6, Shastri Lane, Gully Vishramandi Sion (W), Near Manavseva Sangh,",,400022,,Mumbai,Maharashtra,400022,,"C S Number 6, Shastri Lane, Gully Vishramandi Sion (W), Near Manavseva Sangh,","C S Number 6, Shastri Lane, Gully Vishramandi Sion (W), Near Manavseva Sangh,"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,RUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2025,2026,,All,New school,Retention,2026 Target,2025 balance,2026 Balance,RUC Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,West,1939351,1550411,,East,32307543,32169765,100%,79077020,21193678,57883342,66565843.3,25575799,34396078.3,134%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,West,1652638,841950,,North,23965918,25718122,107%,145071838,40357025,104714813,120422035,80748895,94703912.95,117%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,1750677,1551114,,West,17317551,15675863,91%,100305773,14461295,85844478,98721149.7,68526927,83045286.7,121%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,West,2134579,2193236,,Soust,6468524,8966781,139%,151237455,33148341,118089114,135802481.1,111620590,126835700.1,114%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,308674,302020,,,80059536,82530531,103%,475692086,109160339,366531747,421511509.1,286472211,338980978.1,118%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,4322252,3220416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,424500,565587,,,RUC Till Now,RUC Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,729040,764644,,East,100%,134%,26,64,19,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,2277700,2346186,,North,107%,117%,22,60,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,South,431637,447253,,West,91%,121%,16,35,13,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,1392630,1550010,,South,139%,114%,6,21,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,West,466383,465577,,Total,103%,118%,,180,71,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,1083017,1776018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,West,457327,676988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,1235653,1208556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,283797,391222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,South,2449642,2378671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,625372,584364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,2230424,2616819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,622634,668678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,South,173700,2061118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,West,1503878,1624340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,West,1691164,2012250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,2134907,1942333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,South,1113742,1307820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,242550,175318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,1681317,1496782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,1031051,1251138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,West,493638,368774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,124087,123207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,1357807,1459490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,611514,713589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,195990,420420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,2832771,2829096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,West,1167673,758175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,1325870,1333168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,395516,450561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,288492,339699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,West,969368,1030249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,792787,915922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,1050181,1602182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,393075,396652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,214139,264683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,North,1434876,1713116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,2358825,2419290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,West,789063,919074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,3557929,3672288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,East,648652,545923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
